CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53005010809,Washington,Benton County,1,6015,2477,0,3,0.05,0,0,0,0,0,0,8.3,74453,1,1,1,1,1,0,0,0,695,5435,695,269,1829,269,5435,90.35,1829,30.4,1324,22.02,497,8.26,4587,76.27,92,1.53,210,3.49,13,0.21,36,0.6,496,8.25,707,11.76,84,3.4,243,9.79,695,11.55,269,4.47,143,2.38,61,1.01,579,9.63,12,0.2,31,0.52,5,0.09,3,0.04,64,1.07,95,1.58,7,0.26,33,1.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2052,1468,597,5072,97,232,13,46,555,773,87,278
53005010810,Washington,Benton County,1,4548,1907,0,0,0,0,0,0,0,0,0,5.2,107109,1,1,1,1,1,0,0,0,2055,4138,2055,146,429,146,4138,90.98,429,9.43,1000,21.99,674,14.82,3730,82.02,42,0.91,134,2.94,6,0.13,23,0.5,204,4.47,259,5.68,38,2,103,5.42,2055,45.19,146,3.21,627,13.78,163,3.58,1858,40.86,20,0.43,70,1.55,2,0.04,9,0.21,96,2.1,113,2.48,4,0.19,42,2.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,545,1051,783,4110,43,142,6,25,222,284,53,135
53005010811,Washington,Benton County,0,3100,1046,0,0,0,0,0,0,0,0,0,5.2,148224,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3100,100,305,9.83,836,26.97,282,9.1,2814,90.77,23,0.74,120,3.87,6,0.19,18,0.58,119,3.84,145,4.68,0,0,14,1.35,2325,75.01,240,7.76,623,20.09,200,6.46,2157,69.58,17,0.54,50,1.61,6,0.18,16,0.5,81,2.6,114,3.68,0,0,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,450,836,282,2814,23,120,6,18,119,145,0,20
53005010813,Washington,Benton County,1,9288,3555,0,2,0.02,0,0,0,0,1,0,3.4,96296,1,1,1,1,1,0,0,1,6043,8966,6043,1204,1636,1204,8966,96.53,1636,17.62,2231,24.03,1301,14.01,8090,87.1,67,0.72,243,2.62,12,0.13,57,0.61,496,5.34,683,7.35,167,4.69,148,4.16,6043,65.06,1204,12.97,1583,17.04,746,8.04,5514,59.37,35,0.38,130,1.4,7,0.07,38,0.41,319,3.44,463,4.98,132,3.72,99,2.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2582,2303,1367,8355,67,271,13,59,523,703,212,210
53005010814,Washington,Benton County,0,2844,899,0,0,0,0,0,0,0,0,0,4.5,135100,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2844,100,375,13.17,914,32.14,145,5.1,2645,93,16,0.56,43,1.51,3,0.11,18,0.63,119,4.18,144,5.06,20,2.23,27,2.95,2844,100,375,13.17,914,32.14,145,5.1,2645,93,16,0.56,43,1.51,3,0.11,18,0.63,119,4.18,144,5.06,20,2.23,27,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,552,914,145,2645,16,43,3,18,119,144,29,38
53005010901,Washington,Benton County,1,6177,2256,0,745,12.06,0,1,0,1,1,1,38.4,53333,0,1,0,1,0,0,0,1,2,2122,2,2,1225,2,2122,34.36,1225,19.84,549,8.89,332,5.37,1625,26.31,78,1.27,32,0.52,1,0.02,14,0.23,372,6.02,476,7.71,121,5.37,217,9.61,2,0.03,2,0.02,1,0.01,0,0,2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3193,1485,592,4697,261,131,6,55,1027,1524,348,651
53005010902,Washington,Benton County,1,4907,1811,0,7,0.14,0,1,0,0,0,1,14.4,50976,0,1,0,1,0,0,0,0,5,1637,5,1,518,1,1637,33.36,518,10.56,437,8.9,166,3.39,1307,26.64,25,0.51,46,0.94,6,0.12,5,0.1,248,5.05,283,5.77,28,1.53,112,6.21,5,0.1,1,0.02,2,0.03,1,0.01,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2308,1455,403,3596,69,101,7,39,1095,1541,51,335
53005011001,Washington,Benton County,1,4975,2051,0,36,0.72,0,1,0,0,0,1,22.3,54067,0,1,0,1,0,0,0,0,21,1943,21,10,778,10,1943,39.05,778,15.65,436,8.76,344,6.91,1625,32.67,33,0.67,49,0.99,1,0.02,22,0.45,212,4.26,291,5.85,43,2.09,105,5.14,21,0.41,10,0.2,3,0.06,6,0.12,17,0.35,0,0,3,0.05,0,0,0,0.01,0,0,1,0.02,0,0.02,1,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2719,1275,719,3833,120,124,3,37,858,1190,138,281
53005011002,Washington,Benton County,1,4475,1843,0,6,0.13,0,1,0,0,0,1,31.4,40651,0,1,0,1,0,0,0,0,NULL,828,NULL,NULL,326,NULL,828,18.51,326,7.29,244,5.44,87,1.93,690,15.43,14,0.31,10,0.23,0,0,5,0.1,109,2.44,163,3.64,15,0.84,114,6.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2635,1193,393,3487,96,80,0,36,776,1041,137,704
53005011100,Washington,Benton County,1,7365,2636,0,30,0.41,0,0,0,0,0,0,16.6,73851,0,1,0,1,0,0,0,0,NULL,2476,NULL,NULL,868,NULL,2476,33.62,868,11.78,643,8.74,310,4.21,2050,27.83,26,0.36,22,0.3,3,0.04,23,0.32,352,4.78,500,6.79,41,1.55,140,5.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2303,2082,831,5915,107,94,20,63,1166,1664,77,399
53005011200,Washington,Benton County,1,8552,2846,0,98,1.15,0,1,0,0,0,1,40.6,34344,0,1,0,1,0,0,0,0,NULL,604,NULL,NULL,420,NULL,604,7.07,420,4.91,234,2.73,33,0.39,369,4.32,20,0.24,7,0.08,4,0.05,6,0.07,198,2.32,318,3.71,37,1.29,75,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5932,3199,658,5002,239,268,26,89,2928,4785,350,1042
53005011300,Washington,Benton County,1,5067,1769,0,42,0.83,0,1,0,0,0,1,15.5,60036,0,1,0,1,0,0,0,0,5,1814,5,2,825,2,1814,35.81,825,16.27,510,10.07,157,3.1,1300,25.66,12,0.24,28,0.55,4,0.09,21,0.41,449,8.86,789,15.56,47,2.68,190,10.71,5,0.09,2,0.04,2,0.04,0,0,5,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1898,1484,438,3575,53,71,16,46,1306,2177,164,444
53005011401,Washington,Benton County,1,3810,1338,0,6,0.16,0,1,0,0,0,1,30.5,39428,0,1,0,1,0,0,0,0,15,1886,15,11,970,11,1886,49.51,970,25.45,566,14.85,155,4.07,1358,35.65,37,0.98,28,0.74,5,0.14,20,0.52,438,11.48,582,15.26,52,3.9,206,15.41,15,0.4,11,0.28,3,0.09,3,0.07,14,0.36,0,0,0,0.01,0,0,0,0,1,0.03,4,0.09,1,0.05,2,0.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1898,1200,321,2628,64,53,14,44,1007,1315,112,388
53005011402,Washington,Benton County,1,5016,1792,0,20,0.4,0,0,0,0,0,0,9.7,84338,1,1,1,1,1,0,0,0,1753,3978,1753,418,945,418,3978,79.3,945,18.83,959,19.11,592,11.8,3512,70.01,13,0.26,41,0.82,3,0.06,37,0.74,372,7.41,494,9.85,38,2.12,151,8.41,1753,34.95,418,8.33,441,8.8,258,5.15,1586,31.62,4,0.08,15,0.29,1,0.02,15,0.3,132,2.64,209,4.16,16,0.91,66,3.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1441,1214,735,4463,17,56,11,45,424,586,40,195
53005011501,Washington,Benton County,1,6740,2324,0,5,0.07,1,1,1,0,0,1,11.3,65634,1,1,1,1,1,0,0,0,6689,6740,6689,2389,2423,2389,6740,100,2423,35.95,1795,26.63,782,11.6,5631,83.55,22,0.33,41,0.61,5,0.07,97,1.44,944,14.01,1349,20.01,24,1.04,375,16.12,6689,99.24,2389,35.45,1781,26.42,777,11.52,5590,82.94,21,0.31,41,0.61,5,0.07,95,1.41,936,13.89,1334,19.79,24,1.04,372,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2512,1795,782,5631,22,41,5,97,944,1349,25,379
53005011503,Washington,Benton County,1,9380,3398,0,94,1,0,0,0,0,1,0,3.4,96307,1,1,1,1,1,0,0,1,1978,7044,1978,178,988,178,7044,75.1,988,10.53,1899,20.24,1042,11.1,6324,67.42,48,0.51,175,1.87,2,0.02,72,0.77,423,4.51,593,6.32,126,3.71,132,3.87,1978,21.09,178,1.9,548,5.85,201,2.14,1773,18.9,14,0.15,48,0.51,1,0.01,19,0.2,124,1.32,166,1.77,10,0.29,34,1.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1503,2589,1368,8205,83,300,7,89,696,912,171,183
53005011504,Washington,Benton County,1,2975,979,0,0,0,0,0,0,0,0,0,13.9,75000,1,1,1,1,1,0,0,0,2422,2975,2422,622,727,622,2975,100,727,24.44,915,30.76,209,7.03,2607,87.63,12,0.4,38,1.28,12,0.4,33,1.11,273,9.18,443,14.89,13,1.28,150,15.33,2422,81.42,622,20.9,727,24.45,186,6.25,2145,72.12,7,0.22,34,1.13,3,0.1,28,0.96,205,6.9,358,12.05,11,1.09,123,12.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,818,915,209,2607,12,38,12,33,273,443,14,157
53005011600,Washington,Benton County,0,931,318,0,0,0,0,0,0,0,0,0,3.6,76875,0,0,0,0,0,0,0,0,239,239,NULL,76,76,NULL,931,100,209,22.41,273,29.32,78,8.38,688,73.9,0,0,0,0,2,0.21,14,1.5,227,24.38,395,42.43,0,0,36,11.31,925,99.38,208,22.31,271,29.11,77,8.29,684,73.43,0,0,0,0,2,0.21,14,1.49,226,24.25,393,42.25,0,0,36,11.24,239,25.64,76,8.16,91,9.81,13,1.34,201,21.62,0,0,0,0,0,0,3,0.32,34,3.7,74,7.96,0,0,8,2.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181,273,78,688,0,0,2,14,227,395,0,37
53005011700,Washington,Benton County,1,7076,2484,0,47,0.66,1,1,1,1,1,1,10.1,65875,1,1,1,1,1,0,0,1,2043,4884,2043,827,1748,827,4884,69.03,1748,24.71,1498,21.17,667,9.42,3601,50.88,20,0.29,89,1.26,2,0.03,19,0.27,1153,16.3,1826,25.8,104,4.17,265,10.65,2043,28.87,827,11.68,602,8.51,295,4.17,1435,20.29,10,0.15,42,0.6,1,0.01,8,0.12,546,7.71,784,11.08,17,0.68,111,4.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2386,2166,946,5319,33,132,6,34,1552,2607,208,472
53005011800,Washington,Benton County,0,6546,1976,0,0,0,0,0,0,0,0,1,13,59628,0,0,0,0,0,0,0,0,49,49,NULL,12,12,NULL,6546,100,2250,34.37,2045,31.24,613,9.36,4703,71.85,29,0.44,26,0.4,0,0,79,1.21,1709,26.11,3054,46.65,0,0,151,7.63,6506,99.39,2230,34.07,2031,31.03,609,9.3,4680,71.49,29,0.44,26,0.4,0,0,79,1.21,1692,25.85,3025,46.22,0,0,150,7.59,49,0.75,12,0.19,7,0.11,11,0.17,33,0.5,0,0,0,0,0,0,2,0.03,14,0.22,17,0.26,0,0,2,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2510,2045,613,4703,29,26,0,79,1709,3054,0,173
53005011900,Washington,Benton County,0,5808,2086,0,0,0,0,0,0,0,0,1,14.8,64688,0,0,0,0,0,0,0,0,2,2,NULL,1,1,NULL,4617,79.49,1330,22.9,1197,20.62,538,9.27,3824,65.85,15,0.26,7,0.12,4,0.06,41,0.71,725,12.49,1083,18.65,41,1.98,277,13.28,3149,54.22,933,16.06,797,13.73,362,6.24,2602,44.8,9,0.16,5,0.08,2,0.03,24,0.42,507,8.73,718,12.36,26,1.26,190,9.11,2,0.04,1,0.01,0,0,0,0,2,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1785,1573,649,4718,16,15,4,54,1001,1454,57,361
53005012000,Washington,Benton County,0,5,3,0,0,0,0,0,0,0,0,0,0,NULL,1,1,0,0,0,1,0,0,2,2,NULL,0,0,NULL,5,100,0,0,1,20,1,20,2,40,0,0,1,20,0,0,0,0,2,40,0,0,0,0,0,0,5,100,0,0,1,20,1,20,2,40,0,0,1,20,0,0,0,0,2,40,0,0,0,0,0,0,2,36.57,0,0,1,18.29,0,0,0,0,0,0,0,0,0,0,0,0,2,36.57,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,2,0,1,0,0,2,0,0,0
53007960100,Washington,Chelan County,0,2369,895,0,6,0.25,1,1,0,0,0,1,19.8,53636,1,1,0,0,0,1,0,0,2145,2145,149,752,752,55,2369,100,835,35.24,558,23.55,330,13.93,1985,83.79,5,0.21,3,0.13,6,0.25,12,0.51,358,15.11,404,17.05,37,4.11,124,13.8,2369,100,835,35.24,558,23.55,330,13.93,1985,83.79,5,0.21,3,0.13,6,0.25,12,0.51,358,15.11,404,17.05,37,4.11,124,13.8,2145,90.55,752,31.74,501,21.15,302,12.73,1837,77.56,5,0.21,3,0.13,6,0.25,10,0.42,284,11.97,318,13.41,32,3.52,113,12.68,149,6.29,55,2.33,35,1.49,17,0.7,138,5.83,0,0,0,0,0,0,1,0.04,10,0.42,11,0.46,4,0,7,0.82,752,558,330,1985,5,3,6,12,358,404,36,126
53007960200,Washington,Chelan County,0,6251,2747,0,19,0.3,0,0,0,0,1,0,11,70119,1,1,0,0,0,1,0,1,1348,1348,82,342,342,19,5280,84.47,1379,22.05,995,15.91,1078,17.25,4971,79.52,14,0.22,25,0.4,6,0.1,44,0.7,220,3.52,279,4.46,118,4.28,110,4,3832,61.3,991,15.85,696,11.14,816,13.06,3622,57.94,10,0.15,15,0.24,4,0.06,37,0.58,145,2.31,144,2.31,66,2.42,80,2.9,1348,21.56,342,5.48,227,3.63,284,4.54,1295,20.71,2,0.03,6,0.1,1,0.02,9,0.15,35,0.56,34,0.55,7,0.24,29,1.06,82,1.31,19,0.31,11,0.17,19,0.3,81,1.3,0,0,0,0,0,0,0,0,1,0.01,1,0.01,0,0,2,0.07,1812,1177,1301,5869,16,28,7,51,280,366,165,142
53007960300,Washington,Chelan County,0,6396,2524,0,82,1.28,0,0,0,0,0,1,8.1,60464,0,0,0,0,0,0,0,0,8,8,NULL,4,4,NULL,4357,68.12,1461,22.84,1073,16.78,701,10.96,3426,53.57,8,0.12,29,0.46,4,0.06,31,0.49,859,13.42,1349,21.09,52,2.07,166,6.59,3433,53.67,1131,17.68,834,13.04,544,8.51,2678,41.88,6,0.09,26,0.41,4,0.06,21,0.33,697,10.9,1100,17.2,35,1.39,131,5.19,8,0.13,4,0.06,1,0.01,2,0.02,8,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2309,1515,1100,4985,19,47,8,62,1275,1850,132,236
53007960400,Washington,Chelan County,0,3813,1381,0,37,0.97,0,0,0,0,0,0,8,71496,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2978,78.1,799,20.94,862,22.6,413,10.84,2173,56.98,9,0.24,7,0.19,0,0,8,0.21,780,20.47,1290,33.83,27,1.93,74,5.37,2143,56.21,487,12.78,600,15.73,282,7.39,1560,40.9,8,0.22,4,0.1,0,0,4,0.11,567,14.86,932,24.44,16,1.15,53,3.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,959,1044,553,2818,11,17,0,17,950,1560,36,88
53007960500,Washington,Chelan County,0,6831,2517,0,47,0.69,0,0,0,0,0,0,13.3,70146,0,0,0,0,0,0,0,0,29,29,NULL,13,13,NULL,6782,99.29,2535,37.11,1665,24.37,924,13.53,5290,77.45,12,0.18,38,0.55,8,0.12,45,0.67,1389,20.33,1712,25.06,25,1.01,128,5.09,6534,95.65,2446,35.8,1616,23.65,870,12.74,5080,74.37,11,0.16,36,0.53,8,0.12,44,0.65,1354,19.82,1659,24.29,23,0.93,123,4.9,29,0.43,13,0.19,5,0.07,4,0.06,28,0.41,0,0,0,0,0,0,0,0,1,0.01,1,0.01,0,0,1,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3233,1674,937,5333,12,38,8,46,1394,1721,27,127
53007960600,Washington,Chelan County,1,4064,1517,0,92,2.26,1,1,1,1,1,1,10.4,63589,1,1,1,1,1,0,0,1,1500,3431,1500,359,849,359,3431,84.44,849,20.89,863,21.24,609,14.97,2668,65.65,4,0.1,15,0.37,3,0.07,26,0.65,715,17.6,909,22.37,106,6.98,92,6.06,1500,36.91,359,8.83,346,8.53,326,8.02,1145,28.17,2,0.04,2,0.06,3,0.07,14,0.34,335,8.23,391,9.62,61,4.03,39,2.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1015,1029,680,3149,9,16,3,34,853,1112,122,107
